# room	name	n_truth_corners	IoU	truth_xy	est_xy
# Regenerated from the 594-room run so the mosaic samples the WHOLE corpus.
509	sT4fr6TAbpF_828c1d66f183441db9ac8bfcc7e5de31	6	0.9810	4.5000,-1.6500 4.5000,1.6000 -1.2600,1.6000 -1.2600,-1.0200 2.8400,-1.0200 2.8400,-1.6500	-1.2400,-1.0300 2.8600,-0.9900 2.8600,-1.6200 4.5300,-1.6100 4.5000,1.6400 -1.2700,1.5900
510	sT4fr6TAbpF_88a0c5bfe697410199d1846d7ecea7d1	8	0.9880	3.0800,-4.3200 3.0800,2.5600 0.6700,2.5600 0.6700,10.5400 -2.2600,10.5400 -2.2600,3.3300 -0.8100,3.3300 -0.8100,-4.3200	-0.8100,-3.0700 -0.6400,-3.0700 -0.6400,-3.5800 -0.6400,-3.5800 -0.6400,-4.3200 3.0900,-4.3100 3.0800,2.5700 0.6700,2.5600 0.6600,10.5400 -2.2700,10.5400 -2.2600,3.3300 -0.8100,3.3300
511	sT4fr6TAbpF_a16dec9339d9487491fd55c465312db4	6	0.9820	2.2600,-0.6900 2.2600,1.5700 4.7600,1.5700 4.7600,3.2100 -4.2700,3.2100 -4.2700,-0.6900	-4.2800,-0.6900 2.2500,-0.6900 2.2500,1.5600 4.7600,1.5600 4.7600,3.0800 4.1400,3.0800 4.1400,3.0300 3.6900,3.0300 3.6900,3.2100 3.3600,3.2100 3.3600,3.0300 2.7300,3.0300 2.7300,3.2100 -4.2800,3.2100
512	sT4fr6TAbpF_cf20a83d4f5a490f8b07ddd43d0abc72	8	0.9740	2.4400,-4.2100 2.4400,1.8000 -4.1000,1.8000 -4.1000,0.6200 -9.0000,0.6200 -9.0000,-0.5100 -4.1000,-0.5100 -4.1000,-4.2100	-4.0700,-4.1500 -2.8000,-4.1400 -2.8000,-4.0600 -2.0100,-4.0500 -2.0100,-4.2200 2.4700,-4.1800 2.4100,1.8300 -2.4900,1.7900 -2.4900,1.6300 -2.8800,1.6200 -2.8800,1.7900 -4.1200,1.7700 -4.1100,0.5900 -4.2500,0.5900 -4.2500,0.5100 -5.1000,0.5000 -5.1000,0.5900 -9.0100,0.5500 -9.0000,-0.5800 -4.1000,-0.5400
513	sT4fr6TAbpF_eed2f80b1b7c4900bdf96f39bee92c8f	8	0.9890	6.1600,-4.3300 6.1600,1.7600 -0.4600,1.7600 -0.4600,0.6400 -3.7800,0.6400 -3.7800,-0.5600 -0.4400,-0.5600 -0.4400,-4.3300	-0.4200,-4.3400 6.1800,-4.3100 6.1600,1.6900 5.0700,1.6800 5.0700,1.5900 4.6900,1.5900 4.6900,1.7700 -0.4400,1.7500 -0.4400,0.6400 -3.7700,0.6300 -3.7700,-0.5900 -0.4400,-0.5700
514	sT4fr6TAbpF_ff07f2a04de04dac84e8ed51039c87ca	8	0.9860	4.4100,-4.1000 4.4100,1.7600 -2.1600,1.7600 -2.1600,0.6300 -5.9200,0.6300 -5.9200,-0.6700 -2.1600,-0.6700 -2.1600,-4.1000	-2.1400,-4.1100 4.4300,-4.0900 4.4100,1.7600 -2.1600,1.7400 -2.1600,0.6100 -5.9200,0.6000 -5.9200,-0.7100 -2.1500,-0.6900
516	uNb9QFRL6hY_1434b965c3c147419c4ff40310633b58	6	1.0000	3.4700,-3.6000 3.4700,0.4200 0.4300,0.4200 0.4300,3.0700 -0.5700,3.0700 -0.5700,-3.6000	-0.5600,-3.6000 3.4800,-3.5900 3.4800,0.4300 0.4400,0.4200 0.4300,3.0800 -0.5700,3.0700
517	uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98	10	0.9810	2.5800,-2.4400 2.5800,-1.5200 3.8400,-1.5200 3.8400,1.0800 2.5800,1.0800 2.5800,3.0100 -0.1900,3.0100 -0.1900,1.2800 -1.4700,1.2800 -1.4700,-2.4400	-1.4400,-2.4400 2.6100,-2.4100 2.6000,-1.4900 3.8600,-1.4800 3.8400,1.1200 2.6200,1.1100 2.6200,1.2100 2.5800,1.2100 2.5700,3.0400 -0.2000,3.0200 -0.1900,1.1900 -1.4700,1.1800
518	uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562	6	1.0000	0.6000,-0.6500 0.6000,3.6400 -3.8600,3.6400 -3.8600,0.3500 -6.9500,0.3500 -6.9500,-0.6500	-6.9500,-0.6500 0.6000,-0.6400 0.6000,3.6500 -3.8700,3.6500 -3.8700,0.3600 -6.9500,0.3600
519	uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab	10	0.9750	2.0300,-1.8500 2.0300,-0.5900 3.9700,-0.5900 3.9700,2.1900 2.2900,2.1900 2.2900,3.3600 -1.5600,3.3600 -1.5600,-0.5700 -0.4600,-0.5700 -0.4600,-1.8500	-0.4400,-1.8300 2.0300,-1.8200 2.0200,-0.5900 2.2500,-0.5900 2.2500,-0.5500 3.9800,-0.5500 3.9700,2.2300 2.2400,2.2200 2.2300,3.3900 -1.1300,3.3800 -1.1300,3.2000 -1.5600,3.2000 -1.5500,-0.4000 -0.5900,-0.4000 -0.5900,-0.5600 -0.4500,-0.5600
520	uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd	6	0.9880	0.1400,-3.4500 0.1400,-0.4300 2.9100,-0.4300 2.9100,0.4800 -3.8100,0.4800 -3.8100,-3.4500	-3.8000,-3.4500 0.1400,-3.4700 0.1500,-0.4400 2.9200,-0.4500 2.9300,0.4600 -3.7900,0.4800
521	uNb9QFRL6hY_68df002b0bc84182b4141e8f9cd03fae	6	0.9990	2.0000,-0.4800 2.0000,5.7600 1.1000,5.7600 1.1000,3.5400 -1.9200,3.5400 -1.9200,-0.4800	-1.9200,-0.4800 2.0000,-0.4900 2.0200,5.7500 1.1200,5.7500 1.1100,3.5300 -1.9100,3.5400
522	uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2	10	0.9850	0.8300,-3.5800 0.8300,4.8000 -0.6400,4.8000 -0.6400,4.0200 -3.1200,4.0200 -3.1200,4.7400 -4.5600,4.7400 -4.5600,1.5600 -7.3600,1.5600 -7.3600,-3.5800	-7.3600,-3.6000 0.8400,-3.5700 0.8100,3.4700 0.7300,3.4700 0.7200,4.7800 -0.6600,4.7700 -0.6600,4.0200 -3.1400,4.0100 -3.1400,4.7600 -3.7300,4.7600 -3.7300,4.5300 -4.5900,4.5200 -4.5800,1.5500 -7.3800,1.5300 -7.3700,-1.3300 -7.2000,-1.3300 -7.2000,-1.7700 -7.3700,-1.7700
523	uNb9QFRL6hY_76ba70b55bde4313939a4a0cd78a49d3	10	0.9800	1.8800,-1.3200 1.8800,-0.3100 3.2600,-0.3100 3.2600,2.1900 1.9000,2.1900 1.9000,4.1400 -0.8600,4.1400 -0.8600,2.3200 -2.0900,2.3200 -2.0900,-1.3200	-2.0700,-1.3400 1.9100,-1.3000 1.9000,-0.2900 3.2700,-0.2800 3.2500,2.2900 1.8800,2.2800 1.8600,4.1600 -0.8900,4.1300 -0.8700,2.2500 -2.1000,2.2400
524	uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13	6	0.9920	2.5000,-0.6100 2.5000,5.6600 1.5000,5.6600 1.5000,3.6000 -1.5600,3.6000 -1.5600,-0.6100	-1.5500,3.6100 -1.5700,-0.6000 2.4800,-0.6200 2.5100,5.6500 1.5200,5.6600 1.5100,3.5900
525	uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8	8	0.9750	4.5700,-2.5300 4.5700,2.8100 0.4800,2.8100 0.4800,1.6900 -0.7700,1.6900 -0.7700,-0.8300 0.4300,-0.8300 0.4300,-2.5300	0.4900,-2.5400 4.6000,-2.5200 4.6000,-1.8700 4.4300,-1.8700 4.4300,-0.8400 4.6000,-0.8400 4.5900,2.8100 0.4700,2.8000 0.4700,1.6800 -0.7500,1.6800 -0.7400,-0.8400 0.4800,-0.8400
526	uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad	8	0.9770	-2.6400,0.5500 -2.6400,-0.2700 -7.7200,-0.2700 -7.7200,-4.7800 3.2000,-4.7800 3.2000,-0.2900 2.1800,-0.2900 2.1800,0.5500	-7.7000,-4.8700 -0.8600,-4.8000 -0.8600,-4.6800 -0.1700,-4.6700 -0.1700,-4.6300 0.6400,-4.6200 0.6400,-4.7900 3.2200,-4.7600 3.1800,-0.3800 2.2100,-0.3900 2.2100,-0.2700 2.1500,-0.2700 2.1500,0.5500 -2.6400,0.5100 -2.6300,-0.3200 -7.7500,-0.3700
528	uNb9QFRL6hY_b1aedc485cfa4b47be0977925c3dc799	8	0.9900	7.1200,-2.7800 7.1200,4.4900 -0.3300,4.4900 -0.3300,0.6700 -1.0800,0.6700 -1.0800,-0.7300 1.9000,-0.7300 1.9000,-2.7800	1.8800,-2.7700 7.1000,-2.7600 7.0900,3.6700 6.9800,3.6700 6.9800,4.5000 -0.2000,4.4900 -0.2000,4.0200 -0.3600,4.0200 -0.3600,0.6600 -1.1000,0.6600 -1.1000,-0.7400 1.8800,-0.7400
529	uNb9QFRL6hY_b98c9460586e4f138658181461df9f51	10	0.9690	3.1500,-1.6100 3.1500,2.3200 2.3900,2.3200 2.3900,3.5100 -0.1200,3.5100 -0.1200,2.3200 -1.8800,2.3200 -1.8800,-0.3800 -0.2600,-0.3800 -0.2600,-1.6100	-0.1600,-1.6200 3.1900,-1.5600 3.1200,2.3600 2.3500,2.3500 2.3300,3.5300 -0.1600,3.4900 -0.1400,2.3900 -0.2300,2.3900 -0.2300,2.3000 -1.9200,2.2700 -1.8700,-0.4400 -0.1800,-0.4100
530	uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d	10	0.9750	3.2000,-3.2300 3.2000,-2.3600 4.4800,-2.3600 4.4800,0.1600 3.0800,0.1600 3.0800,1.9900 0.2300,1.9900 0.2300,0.2700 -0.7800,0.2700 -0.7800,-3.2300	-0.7700,-3.2500 3.1400,-3.2100 3.1300,-2.3400 4.4800,-2.3300 4.4500,0.2400 3.1100,0.2300 3.0900,2.0100 0.1900,1.9800 0.2100,0.2000 -0.8000,0.1900
531	uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7	6	0.9720	2.9000,-2.1200 2.9000,1.9700 -0.1600,1.9700 -0.1600,4.1100 -1.2300,4.1100 -1.2300,-2.1200	-1.2300,-2.1100 2.9000,-2.1300 2.9200,1.9700 -0.3100,1.9800 -0.3000,4.1100 -1.2000,4.1200
532	uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449	10	0.9730	3.3700,-3.3800 3.3700,0.4900 2.4800,0.4900 2.4800,1.8000 0.0500,1.8000 0.0500,0.5100 -1.8100,0.5100 -1.8100,-2.1600 -0.2400,-2.1600 -0.2400,-3.3800	-0.0600,-3.4000 3.4000,-3.3800 3.3800,0.4900 2.5000,0.4900 2.4900,1.7900 0.0400,1.7800 0.0400,0.5900 -0.0800,0.5900 -0.0800,0.4800 -1.8000,0.4700 -1.7900,-2.1900 -0.0700,-2.1800
533	uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b	10	0.9990	0.8300,-0.7700 0.8300,0.6600 -0.1400,0.6600 -0.1400,4.1600 -3.6500,4.1600 -3.6500,3.4200 -5.0700,3.4200 -5.0700,1.0300 -3.6500,1.0300 -3.6500,-0.7700	-3.6400,-0.7800 0.8400,-0.7600 0.8400,0.6700 -0.1300,0.6700 -0.1400,4.1600 -3.6600,4.1500 -3.6500,3.4200 -5.0700,3.4200 -5.0600,1.0100 -3.6500,1.0200
534	uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d	6	1.0000	2.9900,-1.9500 2.9900,2.1900 -0.1600,2.1900 -0.1600,4.4300 -1.1200,4.4300 -1.1200,-1.9500	-1.1200,4.4300 -1.1300,-1.9500 2.9800,-1.9500 2.9900,2.1900 -0.1600,2.2000 -0.1600,4.4300
535	uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e	6	0.9870	1.1200,-2.7000 1.1200,-1.3300 0.5300,-1.3300 0.5300,2.5700 -2.4700,2.5700 -2.4700,-2.7000	-2.4800,2.5600 -2.4400,-2.7000 1.1400,-2.6800 1.1300,-1.3200 0.5500,-1.3200 0.5200,2.5800
536	uNb9QFRL6hY_d11f14ddecbe406681d4980365ea5a43	10	0.9900	3.2000,-7.4300 3.2000,0.2000 0.6800,0.2000 0.6800,1.1600 1.6900,1.1600 1.6900,2.8300 -0.6100,2.8300 -0.6100,0.1800 -2.0100,0.1800 -2.0100,-7.4300	-2.0200,-7.4300 3.0600,-7.4500 3.0600,-6.9100 3.1900,-6.9100 3.2200,0.1700 0.7000,0.1800 0.7000,1.1500 1.7000,1.1400 1.7100,2.8200 -0.5800,2.8300 -0.5900,0.1900 -1.9900,0.1900
537	uNb9QFRL6hY_e8fcf8c5bd324655a25186117151ccbd	6	0.9960	0.7200,-0.4600 0.7200,3.9600 -2.6100,3.9600 -2.6100,5.4500 -3.6200,5.4500 -3.6200,-0.4600	-3.6200,-0.4600 0.7300,-0.4600 0.7300,3.9600 -2.6000,3.9600 -2.6000,5.4500 -3.6100,5.4500
538	uNb9QFRL6hY_fd10460fd2bc4c52af84e36e89357269	6	0.9980	0.6600,-2.2200 0.6600,1.1600 1.4600,1.1600 1.4600,1.9400 -3.4900,1.9400 -3.4900,-2.2200	-3.5100,-2.2200 0.6400,-2.2200 0.6400,1.1300 1.4400,1.1300 1.4400,1.9400 -3.5100,1.9400
539	ur6pFq6Qu1A_06707456aa1e41ccb840fed4137cb468	8	0.9870	0.0400,-1.7000 0.0400,-0.3300 4.0300,-0.3300 4.0300,1.4800 -1.7800,1.4800 -1.7800,0.0200 -3.2600,0.0200 -3.2600,-1.7000	-3.2500,-1.7200 0.0500,-1.7000 0.0400,-0.3400 4.0300,-0.3200 4.0200,1.4000 3.0600,1.4000 3.0600,1.4900 -1.7900,1.4600 -1.7800,0.0400 -3.2600,0.0300
540	ur6pFq6Qu1A_07eec017bd8e4bf68011d958735a997a	10	0.9930	-0.2000,-2.1500 -0.2000,-0.9100 2.4000,-0.9100 2.4000,0.6500 -0.1400,0.6500 -0.1400,2.1800 -2.8100,2.1800 -2.8100,-0.6800 -3.5000,-0.6800 -3.5000,-2.1500	-3.5100,-2.1400 -0.1800,-2.1600 -0.1800,-0.9200 2.3900,-0.9300 2.4000,0.6400 -0.1700,0.6500 -0.1600,2.1800 -2.8100,2.1900 -2.8200,-0.6900 -3.5000,-0.6800
541	ur6pFq6Qu1A_5c51cb6896db49b39e37d8574502946d	18	0.9450	-0.8500,-6.2400 -0.3500,-6.2400 -0.3500,-8.8300 1.1900,-8.8300 1.1900,-6.2400 2.0300,-6.2400 2.0300,-2.7200 0.8700,-2.7200 0.8700,-0.8800 3.9100,-0.8800 3.9100,0.7200 0.8400,0.7200 0.8400,2.3800 -0.8500,2.3800 -0.8500,-1.5200 -1.2900,-1.5200 -1.2900,-2.1800 -0.8500,-2.1800	-0.3100,-8.8400 0.9600,-8.8200 0.9300,-6.2300 2.0600,-6.2200 2.0200,-2.7000 0.8900,-2.7100 0.8700,-0.8700 3.8800,-0.8400 3.8600,0.7600 0.8500,0.7300 0.8500,0.8500 0.7700,0.8500 0.7500,2.3800 -0.9200,2.3600 -0.8200,-6.2500 -0.3400,-6.2500
542	ur6pFq6Qu1A_5eaf782cc1e34b038bfa2d2fd383ab0a	14	0.9540	1.0000,-3.6500 1.0000,-2.1800 1.6800,-2.1800 1.6800,0.3800 0.9600,0.3800 0.9600,3.3800 1.5100,3.3800 1.5100,5.8400 -1.6600,5.8400 -1.6600,1.8700 -0.9600,1.8700 -0.9600,0.9600 -3.8800,0.9600 -3.8800,-3.6500	-3.9400,-3.6300 0.9200,-3.6300 0.9200,-2.1800 1.5400,-2.1800 1.5400,0.3900 0.9100,0.3900 0.9100,3.4400 1.5300,3.4400 1.5300,3.5900 1.4300,3.5900 1.4300,5.8500 -1.7100,5.8500 -1.7100,1.8800 -1.0100,1.8800 -1.0100,0.9700 -3.9400,0.9700
543	ur6pFq6Qu1A_67a696124eb54cb9bb570f28df5fb8ab	12	0.9690	1.9700,-8.2400 1.9700,-4.2400 1.0700,-4.2400 1.0700,-3.2100 3.9500,-3.2100 3.9500,1.5400 -0.8800,1.5400 -0.8800,0.0100 -1.6300,0.0100 -1.6300,-2.4300 -0.9000,-2.4300 -0.9000,-8.2400	-0.9400,-8.2300 1.9300,-8.2400 1.9300,-4.2400 1.0300,-4.2400 1.0300,-3.2000 3.9200,-3.2100 3.9300,1.5400 -0.9200,1.5500 -0.9200,0.5500 -1.6600,0.5500 -1.6600,-2.4200 -0.9300,-2.4200
544	ur6pFq6Qu1A_79569bffc7674614a31ad21a0d3f922f	6	0.9780	1.1900,-5.4700 1.1900,-2.4000 0.5400,-2.4000 0.5400,1.0700 -3.2200,1.0700 -3.2200,-5.4700	-3.3000,1.0400 -3.2100,-5.5100 1.2000,-5.4500 1.1600,-2.3800 0.5100,-2.3800 0.4600,1.0900
545	ur6pFq6Qu1A_8923021abb864d32bc0323178b26ee8f	6	0.9550	-2.2500,-0.5900 3.1700,-0.5900 3.1700,3.3300 0.1300,3.3300 0.1300,0.6000 -2.2500,0.6000	-2.2600,-0.5300 3.1600,-0.6500 3.2500,3.2700 0.2100,3.3400 0.1500,0.6100 -2.2300,0.6700
546	ur6pFq6Qu1A_9f6209947e3d45fe81ea6e3293c3efdc	8	0.9860	4.1900,-2.6200 4.1900,-1.1300 5.4100,-1.1300 5.4100,0.2300 2.0500,0.2300 2.0500,1.7400 -0.5400,1.7400 -0.5400,-2.6200	-0.5700,-2.6000 4.1600,-2.6300 4.1700,-1.1600 5.3900,-1.1700 5.3900,0.2100 2.0300,0.2300 2.0400,1.7400 -0.5500,1.7500
547	ur6pFq6Qu1A_a4755f88913d48a885da112031e73536	10	0.9760	1.4600,-2.0800 1.4600,-0.7900 2.4600,-0.7900 2.4600,0.7300 -0.5500,0.7300 -0.5500,2.4700 -2.2800,2.4700 -2.2800,-0.7800 -0.4200,-0.7800 -0.4200,-2.0800	-0.4200,-2.0900 1.4700,-2.0700 1.4600,-0.7800 2.4600,-0.7700 2.4500,0.7400 -0.5600,0.7200 -0.5700,2.4600 -2.3100,2.4500 -2.2800,-0.8100 -0.4300,-0.7900
548	ur6pFq6Qu1A_eb6b13622d6a4efcab3e53cabf5e2f01	6	0.9840	0.3600,-1.4000 0.3600,4.1500 -0.8100,4.1500 -0.8100,3.3800 -2.0200,3.3800 -2.0200,-1.4000	-0.8100,4.1200 -0.8100,3.3500 -2.0200,3.3500 -2.0200,-1.0100 -1.8500,-1.0100 -1.8500,-1.4300 0.3600,-1.4300 0.3600,4.1200
549	vyrNrziPKCB_0ec77a25298c4935b585db95e91ed83f	6	0.9870	3.9700,-1.5600 3.9700,-0.7100 6.3900,-0.7100 6.3900,3.5500 -2.1600,3.5500 -2.1600,-1.5600	-2.1400,-1.5700 3.9900,-1.5300 3.9900,-0.6900 6.4100,-0.6800 6.3800,3.5900 -0.4900,3.5500 -0.4900,3.4600 -2.1700,3.4500
550	vyrNrziPKCB_3a0dc03705854da6abdd90b433887691	6	0.9820	2.8900,-4.4700 2.8900,-0.5900 1.7800,-0.5900 1.7800,1.4700 -3.3500,1.4700 -3.3500,-4.4700	-3.3900,-4.4400 2.8500,-4.5300 2.9000,-0.6800 1.7900,-0.6600 1.8200,1.4200 -3.3100,1.4900
551	vyrNrziPKCB_468dc41d313746d0a4bcda690794d9bb	6	0.9870	4.5200,-6.0200 4.5200,1.7400 -0.5500,1.7400 -0.5500,-3.3200 1.6700,-3.3200 1.6700,-6.0200	1.7800,-6.0200 4.5200,-6.0300 4.5200,-5.9300 4.3700,-5.9300 4.3700,-5.2300 4.5200,-5.2300 4.5300,1.7300 -0.5500,1.7400 -0.5600,-3.3200 1.7900,-3.3200
552	vyrNrziPKCB_468e68b506364540972f4c718ca8c752	6	0.9970	2.9000,-1.4500 2.9000,4.6500 -0.7500,4.6500 -0.7500,4.1000 -2.9000,4.1000 -2.9000,-1.4500	-2.9100,-1.4500 2.9000,-1.4600 2.9100,4.6400 -0.7000,4.6500 -0.7000,4.1100 -2.9000,4.1100
553	vyrNrziPKCB_4fcd68dd08c4492aa47ddb5c31d7e1bf	6	0.9740	3.3100,-0.9300 3.3100,4.3400 2.4900,4.3400 2.4900,6.8100 -1.2100,6.8100 -1.2100,-0.9300	-1.2800,6.7700 -1.1900,-0.9600 3.2300,-0.9100 3.2200,0.0800 3.3200,0.0800 3.2700,4.3500 2.4600,4.3400 2.4500,5.4400 2.2800,5.4400 2.2700,5.8300 2.3200,5.8300 2.3000,6.8100
554	vyrNrziPKCB_61891832db1a494cb1e163fc4f23a693	6	0.9930	5.4100,-2.0300 5.4100,-1.1700 7.0600,-1.1700 7.0600,3.0200 -1.1100,3.0200 -1.1100,-2.0300	-1.1000,-2.0300 5.4200,-2.0200 5.4100,-1.1800 7.0700,-1.1700 7.0700,3.0300 -0.5800,3.0200 -0.5800,2.8700 -1.1100,2.8700
555	vyrNrziPKCB_6459d2b4acd84d8590eeda3114a24885	6	0.9850	1.1800,-8.9500 1.1800,0.4600 3.2600,0.4600 3.2600,3.5300 -0.7500,3.5300 -0.7500,-8.9500	-0.7600,3.5300 -0.7400,-2.9300 -0.5700,-2.9300 -0.5700,-3.4200 -0.7400,-3.4200 -0.7200,-8.9500 1.2200,-8.9400 1.1800,0.4600 3.2600,0.4700 3.2500,3.5400
556	vyrNrziPKCB_9ed4c18d4e0b494095a24e48c801bfb3	6	0.9930	0.6700,-1.3700 0.6700,4.6100 -2.8100,4.6100 -2.8100,3.8100 -4.6800,3.8100 -4.6800,-1.3700	-4.6700,-1.3900 0.6800,-1.3600 0.6500,4.6100 -2.8300,4.5900 -2.8300,3.8000 -4.7000,3.7900
557	vyrNrziPKCB_ab9ba8a03d1e494190a7ff9ec6cfb677	6	1.0000	3.4100,1.1800 -1.8600,1.1800 -1.8600,-3.7500 0.3100,-3.7500 0.3100,-6.8200 3.4100,-6.8200	-1.8600,1.1800 -1.8600,-3.7500 0.3100,-3.7500 0.3100,-6.8200 3.4000,-6.8300 3.4100,1.1700
558	vyrNrziPKCB_b364eb0104d34725810601cc14ebc900	6	0.9700	1.1900,-5.6400 1.1900,3.3600 2.0200,3.3600 2.0200,5.6900 -0.7000,5.6900 -0.7000,-5.6400	-0.7000,5.7000 -0.7500,-5.6300 1.1300,-5.6300 1.1800,3.3600 1.9600,3.3600 1.9700,5.6800
559	vyrNrziPKCB_bff73ad3851642d79ce25063c9c5a71e	6	1.0000	4.3200,-4.8300 4.3200,2.6400 -0.5200,2.6400 -0.5200,-2.2000 1.6800,-2.2000 1.6800,-4.8300	-0.5200,2.6300 -0.5200,-2.2100 1.6700,-2.2100 1.6800,-4.8400 4.3200,-4.8400 4.3200,2.6300
560	vyrNrziPKCB_c782e1f5ad79494882c9b6715060236c	6	0.9950	3.5700,-4.7100 3.5700,1.3400 2.6600,1.3400 2.6600,3.5700 -1.4000,3.5700 -1.4000,-4.7100	-1.3900,3.5700 -1.4000,-4.7100 3.4400,-4.7100 3.4400,-4.0000 3.5700,-4.0000 3.5700,1.3400 2.6700,1.3400 2.6700,3.5700
561	vyrNrziPKCB_cd657625baf8410f88fe3a3bd8e5a771	6	1.0000	3.4400,-1.8300 3.4400,2.0400 -0.8400,2.0400 -0.8400,-0.6200 0.2900,-0.6200 0.2900,-1.8300	0.3000,-1.8300 3.4500,-1.8200 3.4500,2.0500 -0.8300,2.0400 -0.8300,-0.6200 0.3000,-0.6200
562	vyrNrziPKCB_ce528f7b4649463a8b908c34ee620d36	10	0.9860	4.6000,-6.2600 4.6000,0.1200 3.6400,0.1200 3.6400,2.5000 -0.4400,2.5000 -0.4400,0.9000 -2.4400,0.9000 -2.4400,-0.7200 -0.5700,-0.7200 -0.5700,-6.2600	-0.5500,-5.7000 -0.3800,-5.7000 -0.3800,-6.2600 4.5100,-6.2600 4.5100,-4.5800 4.4200,-4.5800 4.4200,-4.1200 4.6000,-4.1200 4.6000,-0.2800 4.4600,-0.2800 4.4600,0.1600 3.6400,0.1600 3.6500,2.5000 -0.4300,2.5000 -0.4300,0.9700 -0.5400,0.9700 -0.5400,0.8900 -2.3400,0.8900 -2.3400,-0.7300 -0.5400,-0.7300
563	vyrNrziPKCB_d5363662598b42b5b72a401065028040	6	0.9890	4.1600,-4.3000 4.1600,-0.5400 3.4100,-0.5400 3.4100,1.5200 -1.9100,1.5200 -1.9100,-4.3000	-1.9300,-4.2900 4.1400,-4.3300 4.1600,-0.5700 3.4100,-0.5600 3.4300,1.4900 -1.8900,1.5200
564	vyrNrziPKCB_d7fe8f872086493d81b333ca1a867d0d	6	1.0000	2.5500,-6.3600 2.5500,-0.2400 1.7400,-0.2400 1.7400,2.0000 -2.4700,2.0000 -2.4700,-6.3600	-2.4700,2.0100 -2.4900,-6.3600 2.5300,-6.3600 2.5400,-0.2500 1.7400,-0.2500 1.7500,2.0000
565	vyrNrziPKCB_de9e1c3afd574dd79fb4c0a7282f7935	6	0.9650	-1.4700,-1.2900 1.9200,-1.2900 1.9200,-0.6500 4.0900,-0.6500 4.0900,4.4900 -1.4700,4.4900	1.7800,-1.2900 1.8000,-0.6500 3.3100,-0.7200 3.3200,-0.6000 3.9800,-0.6300 4.1900,4.3900 0.1900,4.5600 0.1800,4.4500 -1.3700,4.5200 -1.5600,0.0800 -1.4400,0.0700 -1.5000,-1.1500
566	vyrNrziPKCB_ea8a6c77ddc24b0bab54602bd79fa277	6	0.9830	3.3900,-3.8300 3.3900,4.4800 -1.6600,4.4800 -1.6600,-1.6100 -0.8900,-1.6100 -0.8900,-3.8300	-1.7000,4.4500 -1.6200,-1.6400 -0.8500,-1.6300 -0.8300,-3.8400 3.4600,-3.7900 3.3600,4.5100
567	vyrNrziPKCB_f6458019ed794e9e9b1ab46c800284c2	6	0.9970	1.2200,-4.3500 1.2200,4.8500 2.1200,4.8500 2.1200,8.4100 -0.6600,8.4100 -0.6600,-4.3500	-0.6600,8.4100 -0.6700,7.9400 -0.4800,7.9400 -0.4800,7.5700 -0.6700,7.5700 -0.6800,-4.3600 1.2000,-4.3600 1.2100,4.8500 2.1100,4.8500 2.1100,8.4000
568	vyrNrziPKCB_fdf2c8890ea9424ca8e780e96c84c393	6	0.9920	3.6200,-4.3800 3.6200,0.7600 -1.4900,0.7600 -1.4900,-1.5400 -4.3100,-1.5400 -4.3100,-4.3800	-4.3100,-4.3800 3.6300,-4.3800 3.6300,-0.1700 3.5100,-0.1700 3.5100,0.7600 -1.4900,0.7600 -1.4900,-1.5300 -4.3100,-1.5300
569	wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee	8	0.9910	1.3000,-2.1000 1.3000,2.5100 -3.0400,2.5100 -3.0400,-2.1000 -0.5200,-2.1000 -0.5200,-4.3500 0.5500,-4.3500 0.5500,-2.1000	-0.5400,-4.3400 0.5500,-4.3400 0.5500,-2.0900 1.2900,-2.1000 1.3100,2.5100 -3.0300,2.5200 -3.0400,-2.0800 -0.5400,-2.0900
570	wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b	6	0.9900	0.6700,-0.6900 0.6700,3.2900 -0.0600,3.2900 -0.0600,4.2100 -3.0900,4.2100 -3.0900,-0.6900	-3.1100,4.2000 -3.0800,-0.7100 0.6700,-0.6900 0.6500,3.2900 -0.0700,3.2900 -0.0800,4.2100
571	wc2JMjhGNzB_36f4749077674307bce31998171e96ef	6	1.0000	0.6600,-2.8700 0.6600,2.3800 -0.4300,2.3800 -0.4300,0.7000 -4.1000,0.7000 -4.1000,-2.8700	-4.1100,-2.8700 0.6600,-2.8700 0.6600,2.3800 -0.4400,2.3800 -0.4400,0.7100 -4.1100,0.7100
